,total_score,total_letter_metric,total_position_metric,first_word,first_word_score,first_word_letter_metric,first_word_position_metric,second_word,second_word_score,second_word_letter_metric,second_word_position_metric
60,3.104477262072258,"[0.006563525550867322, 0.05203938115330539, 0.22081575246132507, 0.40201593999063384, 0.2705110173464654, 0.04805438349742162]","[0.415142991092369, 0.3809188935771309, 0.17182372245663485, 0.029067041725269544, 0.002578527894983591, 0.00046882325363338024]",ideas,1.8533052039381501,"[0.059306141584622864, 0.3094233473980375, 0.417487107360536, 0.19292076887013782, 0.020159399906235356, 0.0007032348804500703]","[0.5921237693389771, 0.3588842006563611, 0.04664791373652146, 0.0018752930145335208, 0.00023441162681669012, 0.00023441162681669012]",north,1.2511720581341073,"[0.21237693389592388, 0.4381153305204056, 0.27824660103141646, 0.06540084388185678, 0.005391467416783872, 0.00046882325363338024]","[0.6936240037506081, 0.2564463197374634, 0.042662916080637686, 0.006563525550867322, 0.00046882325363338024, 0.00023441162681669012]"
85,3.1043834974215314,"[0.004219409282700422, 0.050632911392405236, 0.22480075011720896, 0.4207688701359698, 0.2529301453352129, 0.04664791373652146]","[0.3108298171589377, 0.45311767463667435, 0.1952648851383048, 0.03844350679793722, 0.0018752930145335208, 0.00046882325363338024]",andes,1.822503516174435,"[0.0733708391936241, 0.3211439287388725, 0.40318799812471734, 0.17791842475386904, 0.023441162681669004, 0.0009376465072667605]","[0.4828879512423952, 0.4160806375996358, 0.09212376933895895, 0.008438818565400845, 0.00023441162681669012, 0.00023441162681669012]",broil,1.2818799812470965,"[0.18237224566338633, 0.44749179559307356, 0.3122362869198379, 0.05602437880918917, 0.0016408813877168307, 0.00023441162681669012]","[0.712376933895944, 0.24050632911392783, 0.04149085794655422, 0.005157055789967182, 0.00023441162681669012, 0.00023441162681669012]"
86,3.1041725269573965,"[0.003750586029067041, 0.05344585091420555, 0.23652133145804394, 0.40178152836381714, 0.2609001406469807, 0.04360056258790446]","[0.27426160337553257, 0.4238162212845869, 0.23066104078762645, 0.06329113924050661, 0.007501172058134082, 0.00046882325363338024]",tapes,1.8222925457102983,"[0.07594936708860764, 0.33239568682607407, 0.39170182841069906, 0.17088607594936805, 0.028129395218002787, 0.0009376465072667605]","[0.44163150492265607, 0.38607594936709827, 0.1401781528363804, 0.028832630098452855, 0.003047351148616971, 0.00023441162681669012]",broil,1.2818799812470965,"[0.18237224566338633, 0.44749179559307356, 0.3122362869198379, 0.05602437880918917, 0.0016408813877168307, 0.00023441162681669012]","[0.712376933895944, 0.24050632911392783, 0.04149085794655422, 0.005157055789967182, 0.00023441162681669012, 0.00023441162681669012]"
64,3.1015002344116853,"[0.004453820909517112, 0.05110173464603862, 0.23441162681669364, 0.4116268166901185, 0.2555086732301966, 0.04289732770745438]","[0.3061415846226037, 0.39451476793249945, 0.2067510548523231, 0.07805907172995781, 0.013127051101734663, 0.0014064697609001407]",rages,1.844819503047383,"[0.07477730895452421, 0.3145804031880049, 0.40600093764651773, 0.17627754336615215, 0.02766057196436941, 0.0007032348804500703]","[0.45194561650259085, 0.3790436005625973, 0.13666197843412992, 0.029535864978902922, 0.002578527894983591, 0.00023441162681669012]",pilot,1.2566807313643007,"[0.2011251758087223, 0.44444444444445647, 0.29067041725270154, 0.059306141584622864, 0.004219409282700422, 0.00023441162681669012]","[0.6985466479137588, 0.2573839662447302, 0.04102203469292084, 0.002578527894983591, 0.00023441162681669012, 0.00023441162681669012]"
89,3.101406469760961,"[0.00046882325363338024, 0.03867791842475391, 0.23628691983122724, 0.4299109235818211, 0.2618377871542475, 0.032817627754336595]","[0.3687294889826625, 0.4170182841069026, 0.17346460384435175, 0.03797468354430383, 0.002109704641350211, 0.0007032348804500703]",saute,1.819526488513864,"[0.059306141584622864, 0.3253633380215731, 0.4254571026723038, 0.17135489920300145, 0.018284106891701842, 0.00023441162681669012]","[0.5496952648851545, 0.3624003750586116, 0.07805907172995781, 0.009376465072667609, 0.00023441162681669012, 0.00023441162681669012]",broil,1.2818799812470965,"[0.18237224566338633, 0.44749179559307356, 0.3122362869198379, 0.05602437880918917, 0.0016408813877168307, 0.00023441162681669012]","[0.712376933895944, 0.24050632911392783, 0.04149085794655422, 0.005157055789967182, 0.00023441162681669012, 0.00023441162681669012]"
65,3.101265822784868,"[0.003281762775433661, 0.05203938115330539, 0.23206751054852665, 0.40576652601970103, 0.2543366150961131, 0.05250820440693878]","[0.4371776840131388, 0.3187998124707055, 0.18213783403656963, 0.05274261603375547, 0.007969995311767463, 0.0011720581340834506]",maser,1.8445850914205666,"[0.07477730895452421, 0.3101265822784876, 0.39498359118613285, 0.18987341772152072, 0.029301453352086233, 0.0009376465072667605]","[0.619549929676531, 0.2519924988279461, 0.10923581809657701, 0.017815283638068464, 0.0011720581340834506, 0.00023441162681669012]",pilot,1.2566807313643007,"[0.2011251758087223, 0.44444444444445647, 0.29067041725270154, 0.059306141584622864, 0.004219409282700422, 0.00023441162681669012]","[0.6985466479137588, 0.2573839662447302, 0.04102203469292084, 0.002578527894983591, 0.00023441162681669012, 0.00023441162681669012]"
38,3.1010079699953703,"[0.004219409282700422, 0.054149085794655626, 0.23511486169714374, 0.40060947022973364, 0.2557430848570133, 0.05016408813877185]","[0.32934833567745697, 0.40553211439288434, 0.2001875293014555, 0.05625879043600586, 0.007969995311767463, 0.0007032348804500703]",pears,1.8769104547585889,"[0.07383966244725747, 0.308251289263954, 0.38959212376934876, 0.19198312236287102, 0.034692920768870136, 0.0016408813877168307]","[0.4871073605250958, 0.38607594936709827, 0.10501640881387667, 0.018049695264885153, 0.003516174402250351, 0.00023441162681669012]",tonic,1.2240975152367795,"[0.22667604313174256, 0.4266291608063873, 0.28199718706048366, 0.06000937646507294, 0.004453820909517112, 0.00023441162681669012]","[0.6994842944210256, 0.263009845288331, 0.032817627754336595, 0.003047351148616971, 0.0014064697609001407, 0.00023441162681669012]"
40,3.0966479137365797,"[0.004219409282700422, 0.054149085794655626, 0.23511486169714374, 0.40060947022973364, 0.2557430848570133, 0.05016408813877185]","[0.3577121425222776, 0.38607594936709827, 0.1962025316455716, 0.05250820440693878, 0.007032348804500702, 0.00046882325363338024]",reaps,1.8725503984997982,"[0.07383966244725747, 0.308251289263954, 0.38959212376934876, 0.19198312236287102, 0.034692920768870136, 0.0016408813877168307]","[0.5194561650258003, 0.3616971401781615, 0.09821847163619278, 0.01898734177215191, 0.0014064697609001407, 0.00023441162681669012]",tonic,1.2240975152367795,"[0.22667604313174256, 0.4266291608063873, 0.28199718706048366, 0.06000937646507294, 0.004453820909517112, 0.00023441162681669012]","[0.6994842944210256, 0.263009845288331, 0.032817627754336595, 0.003047351148616971, 0.0014064697609001407, 0.00023441162681669012]"
68,3.0956399437412685,"[0.003750586029067041, 0.05344585091420555, 0.23652133145804394, 0.40178152836381714, 0.2609001406469807, 0.04360056258790446]","[0.3164556962025385, 0.4170182841069026, 0.2051101734646062, 0.05157055789967201, 0.009142053445850918, 0.0007032348804500703]",bears,1.8389592123769658,"[0.07805907172995781, 0.3127051101734713, 0.40060947022973364, 0.17791842475386904, 0.029535864978902922, 0.0011720581340834506]","[0.4864041256446457, 0.3832630098452979, 0.10665729020159347, 0.01875293014533522, 0.004688232536333802, 0.00023441162681669012]",pilot,1.2566807313643007,"[0.2011251758087223, 0.44444444444445647, 0.29067041725270154, 0.059306141584622864, 0.004219409282700422, 0.00023441162681669012]","[0.6985466479137588, 0.2573839662447302, 0.04102203469292084, 0.002578527894983591, 0.00023441162681669012, 0.00023441162681669012]"
69,3.0954055321144516,"[0.002812939521800281, 0.04946085325832177, 0.23347398030942684, 0.40529770276606764, 0.2639474917955978, 0.04500703234880461]","[0.4167838724800859, 0.38842006563526527, 0.15682137834036608, 0.03164556962025313, 0.005860290670417252, 0.00046882325363338024]",share,1.8387248007501498,"[0.06727613689639027, 0.3136427566807381, 0.40857946554150143, 0.18237224566338633, 0.02719174871073603, 0.0009376465072667605]","[0.6493202062822518, 0.2526957337083962, 0.07712142522269107, 0.017112048757618396, 0.003516174402250351, 0.00023441162681669012]",pilot,1.2566807313643007,"[0.2011251758087223, 0.44444444444445647, 0.29067041725270154, 0.059306141584622864, 0.004219409282700422, 0.00023441162681669012]","[0.6985466479137588, 0.2573839662447302, 0.04102203469292084, 0.002578527894983591, 0.00023441162681669012, 0.00023441162681669012]"
48,3.0939990623535527,"[0.0007032348804500703, 0.04149085794655422, 0.22597280825129246, 0.4392873886544891, 0.2550398499765632, 0.03750586029067045]","[0.4681200187529431, 0.3579465541490943, 0.13689639006094662, 0.03023909985935299, 0.006329113924050632, 0.00046882325363338024]",anise,1.86453352086267,"[0.05461790904828901, 0.2986404125644693, 0.4299109235818211, 0.1954992967651215, 0.021097046413502112, 0.00023441162681669012]","[0.7269104547585794, 0.21401781528364078, 0.0518049695264887, 0.006797937177684012, 0.00023441162681669012, 0.00023441162681669012]",court,1.2294655414908806,"[0.22808251289264275, 0.4341303328645217, 0.2651195499296813, 0.0668073136427569, 0.005625879043600562, 0.00023441162681669012]","[0.6584622597281031, 0.28105954055321686, 0.053211439287388855, 0.006797937177684012, 0.00023441162681669012, 0.00023441162681669012]"
71,3.0905297702766643,"[0.004453820909517112, 0.05110173464603862, 0.23441162681669364, 0.4116268166901185, 0.2555086732301966, 0.04289732770745438]","[0.3258321612752065, 0.4193624003750696, 0.199015471167372, 0.04922644163150508, 0.005860290670417252, 0.0007032348804500703]",gears,1.833849038912362,"[0.07477730895452421, 0.3145804031880049, 0.40600093764651773, 0.17627754336615215, 0.02766057196436941, 0.0007032348804500703]","[0.500937646507281, 0.3799812470698641, 0.09751523675574272, 0.01875293014533522, 0.002578527894983591, 0.00023441162681669012]",pilot,1.2566807313643007,"[0.2011251758087223, 0.44444444444445647, 0.29067041725270154, 0.059306141584622864, 0.004219409282700422, 0.00023441162681669012]","[0.6985466479137588, 0.2573839662447302, 0.04102203469292084, 0.002578527894983591, 0.00023441162681669012, 0.00023441162681669012]"
70,3.089615564932079,"[0.006563525550867322, 0.05203938115330539, 0.22081575246132507, 0.40201593999063384, 0.2705110173464654, 0.04805438349742162]","[0.486169714017829, 0.3785747773089639, 0.11134552273792718, 0.02156586966713549, 0.0018752930145335208, 0.00046882325363338024]",aside,1.8384435067979714,"[0.059306141584622864, 0.3094233473980375, 0.417487107360536, 0.19292076887013782, 0.020159399906235356, 0.0007032348804500703]","[0.7367557430848808, 0.22175339896859186, 0.0358649789029536, 0.004922644163150492, 0.00046882325363338024, 0.00023441162681669012]",north,1.2511720581341073,"[0.21237693389592388, 0.4381153305204056, 0.27824660103141646, 0.06540084388185678, 0.005391467416783872, 0.00046882325363338024]","[0.6936240037506081, 0.2564463197374634, 0.042662916080637686, 0.006563525550867322, 0.00046882325363338024, 0.00023441162681669012]"
74,3.0877637130802276,"[0.003750586029067041, 0.05344585091420555, 0.23652133145804394, 0.40178152836381714, 0.2609001406469807, 0.04360056258790446]","[0.3708391936240128, 0.383966244725748, 0.18401312705110323, 0.054149085794655626, 0.006329113924050632, 0.0007032348804500703]",saber,1.8310829817159247,"[0.07805907172995781, 0.3127051101734713, 0.40060947022973364, 0.17791842475386904, 0.029535864978902922, 0.0011720581340834506]","[0.5459446788560873, 0.33309892170652416, 0.10337552742615987, 0.01640881387716833, 0.0009376465072667605, 0.00023441162681669012]",pilot,1.2566807313643007,"[0.2011251758087223, 0.44444444444445647, 0.29067041725270154, 0.059306141584622864, 0.004219409282700422, 0.00023441162681669012]","[0.6985466479137588, 0.2573839662447302, 0.04102203469292084, 0.002578527894983591, 0.00023441162681669012, 0.00023441162681669012]"
103,3.0864978902954174,"[0.003281762775433661, 0.054852320675105704, 0.24191279887482803, 0.40646976090015113, 0.2508204406938626, 0.042662916080637686]","[0.2709798406000988, 0.4273323956868374, 0.22386310360994216, 0.06891701828410707, 0.008204406938584154, 0.0007032348804500703]",mates,1.8046179090483196,"[0.07641819034224101, 0.33778715424285816, 0.39498359118613285, 0.16526019690576726, 0.02437880918893576, 0.0011720581340834506]","[0.44514767932490656, 0.376933895921247, 0.1385372714486635, 0.034692920768870136, 0.004453820909517112, 0.00023441162681669012]",broil,1.2818799812470965,"[0.18237224566338633, 0.44749179559307356, 0.3122362869198379, 0.05602437880918917, 0.0016408813877168307, 0.00023441162681669012]","[0.712376933895944, 0.24050632911392783, 0.04149085794655422, 0.005157055789967182, 0.00023441162681669012, 0.00023441162681669012]"
104,3.0860993905298293,"[0.003281762775433661, 0.054852320675105704, 0.24191279887482803, 0.40646976090015113, 0.2508204406938626, 0.042662916080637686]","[0.272386310360999, 0.4207688701359698, 0.23534927332396044, 0.06375996249413998, 0.007266760431317392, 0.00046882325363338024]",tames,1.8042194092827313,"[0.07641819034224101, 0.33778715424285816, 0.39498359118613285, 0.16526019690576726, 0.02437880918893576, 0.0011720581340834506]","[0.4390529770276724, 0.38584153774028157, 0.1415846225972806, 0.03023909985935299, 0.003047351148616971, 0.00023441162681669012]",broil,1.2818799812470965,"[0.18237224566338633, 0.44749179559307356, 0.3122362869198379, 0.05602437880918917, 0.0016408813877168307, 0.00023441162681669012]","[0.712376933895944, 0.24050632911392783, 0.04149085794655422, 0.005157055789967182, 0.00023441162681669012, 0.00023441162681669012]"
76,3.0857008907642407,"[0.002812939521800281, 0.04946085325832177, 0.23347398030942684, 0.40529770276606764, 0.2639474917955978, 0.04500703234880461]","[0.46554149085795943, 0.3759962494139802, 0.13056727613689573, 0.023441162681669004, 0.0039849976558837315, 0.00046882325363338024]",shear,1.829020159399939,"[0.06727613689639027, 0.3136427566807381, 0.40857946554150143, 0.18237224566338633, 0.02719174871073603, 0.0009376465072667605]","[0.690576652601991, 0.2524613220815795, 0.048523206751055, 0.007032348804500702, 0.0011720581340834506, 0.00023441162681669012]",pilot,1.2566807313643007,"[0.2011251758087223, 0.44444444444445647, 0.29067041725270154, 0.059306141584622864, 0.004219409282700422, 0.00023441162681669012]","[0.6985466479137588, 0.2573839662447302, 0.04102203469292084, 0.002578527894983591, 0.00023441162681669012, 0.00023441162681669012]"
106,3.0851148616971993,"[0.003750586029067041, 0.05039849976558854, 0.24050632911392783, 0.4156118143460024, 0.2524613220815795, 0.037271448663853755]","[0.2728551336146324, 0.4287388654477376, 0.22550398499765906, 0.06540084388185678, 0.006797937177684012, 0.0007032348804500703]",hates,1.8032348804501013,"[0.07524613220815758, 0.33708391936240806, 0.39967182372246685, 0.16244725738396687, 0.02484763244256914, 0.0007032348804500703]","[0.44983591186124056, 0.3748241912798967, 0.1385372714486635, 0.033755274261603366, 0.002812939521800281, 0.00023441162681669012]",broil,1.2818799812470965,"[0.18237224566338633, 0.44749179559307356, 0.3122362869198379, 0.05602437880918917, 0.0016408813877168307, 0.00023441162681669012]","[0.712376933895944, 0.24050632911392783, 0.04149085794655422, 0.005157055789967182, 0.00023441162681669012, 0.00023441162681669012]"
77,3.084810126582336,"[0.003750586029067041, 0.054852320675105704, 0.24917955930614571, 0.39849976558838335, 0.24941397093296241, 0.044303797468354535]","[0.28316924519456715, 0.39006094702298216, 0.22151898734177516, 0.08673230192217518, 0.016643225503985018, 0.0018752930145335208]",fares,1.8281293952180349,"[0.07876230661040787, 0.3213783403656892, 0.39967182372246685, 0.17604313173933545, 0.023441162681669004, 0.0007032348804500703]","[0.4214721050164199, 0.38677918424754837, 0.1462728551336146, 0.04149085794655422, 0.003750586029067041, 0.00023441162681669012]",pilot,1.2566807313643007,"[0.2011251758087223, 0.44444444444445647, 0.29067041725270154, 0.059306141584622864, 0.004219409282700422, 0.00023441162681669012]","[0.6985466479137588, 0.2573839662447302, 0.04102203469292084, 0.002578527894983591, 0.00023441162681669012, 0.00023441162681669012]"
78,3.083684950773617,"[0.003750586029067041, 0.05344585091420555, 0.23652133145804394, 0.40178152836381714, 0.2609001406469807, 0.04360056258790446]","[0.4170182841069026, 0.33520862634787446, 0.18682606657290363, 0.05086732301922193, 0.009376465072667609, 0.0007032348804500703]",baser,1.8270042194093141,"[0.07805907172995781, 0.3127051101734713, 0.40060947022973364, 0.17791842475386904, 0.029535864978902922, 0.0011720581340834506]","[0.5939990623535107, 0.28082512892640016, 0.10525082044069335, 0.018049695264885153, 0.0016408813877168307, 0.00023441162681669012]",pilot,1.2566807313643007,"[0.2011251758087223, 0.44444444444445647, 0.29067041725270154, 0.059306141584622864, 0.004219409282700422, 0.00023441162681669012]","[0.6985466479137588, 0.2573839662447302, 0.04102203469292084, 0.002578527894983591, 0.00023441162681669012, 0.00023441162681669012]"
79,3.083544303797527,"[0.0039849976558837315, 0.053211439287388855, 0.23839662447257753, 0.4142053445851022, 0.24917955930614571, 0.04102203469292084]","[0.3117674636662045, 0.39263947491796586, 0.2053445850914229, 0.07477730895452421, 0.014064697609001427, 0.0014064697609001407]",rakes,1.8268635724332243,"[0.08204406938584147, 0.3120018752930212, 0.40436005625880084, 0.17463666197843525, 0.026722925457102652, 0.00023441162681669012]","[0.46225972808252563, 0.3727144866385464, 0.13009845288326233, 0.031176746366619747, 0.003516174402250351, 0.00023441162681669012]",pilot,1.2566807313643007,"[0.2011251758087223, 0.44444444444445647, 0.29067041725270154, 0.059306141584622864, 0.004219409282700422, 0.00023441162681669012]","[0.6985466479137588, 0.2573839662447302, 0.04102203469292084, 0.002578527894983591, 0.00023441162681669012, 0.00023441162681669012]"
110,3.0832161275199845,"[0.003750586029067041, 0.04946085325832177, 0.23300515705579344, 0.4392873886544891, 0.23933427097984433, 0.03516174402250352]","[0.2580872011251803, 0.4109235818096684, 0.24730426629161212, 0.0733708391936241, 0.00984528832630099, 0.00046882325363338024]",canes,1.8013361462728874,"[0.06962025316455712, 0.33849038912330826, 0.4130332864510187, 0.16150961087670007, 0.017112048757618396, 0.00023441162681669012]","[0.4181903422409861, 0.3825597749648478, 0.15799343647444958, 0.03750586029067045, 0.003516174402250351, 0.00023441162681669012]",broil,1.2818799812470965,"[0.18237224566338633, 0.44749179559307356, 0.3122362869198379, 0.05602437880918917, 0.0016408813877168307, 0.00023441162681669012]","[0.712376933895944, 0.24050632911392783, 0.04149085794655422, 0.005157055789967182, 0.00023441162681669012, 0.00023441162681669012]"
81,3.082630098452941,"[0.003281762775433661, 0.05203938115330539, 0.23206751054852665, 0.40576652601970103, 0.2543366150961131, 0.05250820440693878]","[0.4798406000937781, 0.37458977965308, 0.12212845757149472, 0.020393811533052045, 0.002578527894983591, 0.00046882325363338024]",smear,1.8259493670886398,"[0.07477730895452421, 0.3101265822784876, 0.39498359118613285, 0.18987341772152072, 0.029301453352086233, 0.0009376465072667605]","[0.7079231129864267, 0.24730426629161212, 0.03938115330520399, 0.004453820909517112, 0.0007032348804500703, 0.00023441162681669012]",pilot,1.2566807313643007,"[0.2011251758087223, 0.44444444444445647, 0.29067041725270154, 0.059306141584622864, 0.004219409282700422, 0.00023441162681669012]","[0.6985466479137588, 0.2573839662447302, 0.04102203469292084, 0.002578527894983591, 0.00023441162681669012, 0.00023441162681669012]"
53,3.082067510548581,"[0.004219409282700422, 0.054149085794655626, 0.23511486169714374, 0.40060947022973364, 0.2557430848570133, 0.05016408813877185]","[0.4123300515705686, 0.39990623534928355, 0.1497890295358651, 0.03141115799343644, 0.005860290670417252, 0.0007032348804500703]",parse,1.8579699953118,"[0.07383966244725747, 0.308251289263954, 0.38959212376934876, 0.19198312236287102, 0.034692920768870136, 0.0016408813877168307]","[0.6143928738865636, 0.3077824660103206, 0.06633849038912353, 0.010548523206751063, 0.0007032348804500703, 0.00023441162681669012]",tonic,1.2240975152367795,"[0.22667604313174256, 0.4266291608063873, 0.28199718706048366, 0.06000937646507294, 0.004453820909517112, 0.00023441162681669012]","[0.6994842944210256, 0.263009845288331, 0.032817627754336595, 0.003047351148616971, 0.0014064697609001407, 0.00023441162681669012]"
112,3.081434599156178,"[0.0039849976558837315, 0.04922644163150508, 0.23370839193624354, 0.40529770276606764, 0.2716830754805489, 0.03609939052977029]","[0.4111579934364851, 0.40576652601970103, 0.1441631504922643, 0.03398968588842006, 0.0039849976558837315, 0.0009376465072667605]",caste,1.7995546179090802,"[0.06751054852320695, 0.33145804031880727, 0.40811064228786803, 0.16760431317393426, 0.025082044069385828, 0.00023441162681669012]","[0.603141115799362, 0.3286451007970069, 0.059540553211439556, 0.007032348804500702, 0.0014064697609001407, 0.00023441162681669012]",broil,1.2818799812470965,"[0.18237224566338633, 0.44749179559307356, 0.3122362869198379, 0.05602437880918917, 0.0016408813877168307, 0.00023441162681669012]","[0.712376933895944, 0.24050632911392783, 0.04149085794655422, 0.005157055789967182, 0.00023441162681669012, 0.00023441162681669012]"
113,3.0808954524144982,"[0.004219409282700422, 0.050632911392405236, 0.22480075011720896, 0.4207688701359698, 0.2529301453352129, 0.04664791373652146]","[0.46225972808252563, 0.3738865447726299, 0.13572433192686312, 0.02437880918893576, 0.003281762775433661, 0.00046882325363338024]",sedan,1.799015471167402,"[0.0733708391936241, 0.3211439287388725, 0.40318799812471734, 0.17791842475386904, 0.023441162681669004, 0.0009376465072667605]","[0.6593999062353699, 0.29348335677450194, 0.042662916080637686, 0.0039849976558837315, 0.00023441162681669012, 0.00023441162681669012]",broil,1.2818799812470965,"[0.18237224566338633, 0.44749179559307356, 0.3122362869198379, 0.05602437880918917, 0.0016408813877168307, 0.00023441162681669012]","[0.712376933895944, 0.24050632911392783, 0.04149085794655422, 0.005157055789967182, 0.00023441162681669012, 0.00023441162681669012]"
83,3.080801687763771,"[0.004922644163150492, 0.05625879043600586, 0.24191279887482803, 0.40459446788561754, 0.24964838255977911, 0.042662916080637686]","[0.28691983122363435, 0.39920300046883345, 0.21097046413502368, 0.08438818565400832, 0.016643225503985018, 0.0018752930145335208]",wares,1.824120956399469,"[0.08462259728082501, 0.3145804031880049, 0.39967182372246685, 0.17510548523206865, 0.025316455696202517, 0.0007032348804500703]","[0.4301453352086378, 0.38818565400844857, 0.13759962494139671, 0.038912330051570604, 0.004922644163150492, 0.00023441162681669012]",pilot,1.2566807313643007,"[0.2011251758087223, 0.44444444444445647, 0.29067041725270154, 0.059306141584622864, 0.004219409282700422, 0.00023441162681669012]","[0.6985466479137588, 0.2573839662447302, 0.04102203469292084, 0.002578527894983591, 0.00023441162681669012, 0.00023441162681669012]"
84,3.079488982653598,"[0.004453820909517112, 0.05110173464603862, 0.23441162681669364, 0.4116268166901185, 0.2555086732301966, 0.04289732770745438]","[0.3635724331926951, 0.4280356305672875, 0.17580872011251875, 0.028832630098452855, 0.003281762775433661, 0.00046882325363338024]",sarge,1.8228082512892958,"[0.07477730895452421, 0.3145804031880049, 0.40600093764651773, 0.17627754336615215, 0.02766057196436941, 0.0007032348804500703]","[0.5670417252695903, 0.34317862165964225, 0.0815752461322081, 0.007032348804500702, 0.0009376465072667605, 0.00023441162681669012]",pilot,1.2566807313643007,"[0.2011251758087223, 0.44444444444445647, 0.29067041725270154, 0.059306141584622864, 0.004219409282700422, 0.00023441162681669012]","[0.6985466479137588, 0.2573839662447302, 0.04102203469292084, 0.002578527894983591, 0.00023441162681669012, 0.00023441162681669012]"
56,3.0793483356775075,"[0.004219409282700422, 0.054149085794655626, 0.23511486169714374, 0.40060947022973364, 0.2557430848570133, 0.05016408813877185]","[0.4278012189404708, 0.39217065166433246, 0.1446319737458977, 0.03023909985935299, 0.004453820909517112, 0.0007032348804500703]",spare,1.855250820440726,"[0.07383966244725747, 0.308251289263954, 0.38959212376934876, 0.19198312236287102, 0.034692920768870136, 0.0016408813877168307]","[0.6608063759962701, 0.2508204406938626, 0.0700890764181905, 0.015471167369901572, 0.002578527894983591, 0.00023441162681669012]",tonic,1.2240975152367795,"[0.22667604313174256, 0.4266291608063873, 0.28199718706048366, 0.06000937646507294, 0.004453820909517112, 0.00023441162681669012]","[0.6994842944210256, 0.263009845288331, 0.032817627754336595, 0.003047351148616971, 0.0014064697609001407, 0.00023441162681669012]"
87,3.0779887482419714,"[0.003750586029067041, 0.05344585091420555, 0.23652133145804394, 0.40178152836381714, 0.2609001406469807, 0.04360056258790446]","[0.3687294889826625, 0.44842944210034036, 0.15400843881856568, 0.026722925457102652, 0.0016408813877168307, 0.00046882325363338024]",sabre,1.821308016877669,"[0.07805907172995781, 0.3127051101734713, 0.40060947022973364, 0.17791842475386904, 0.029535864978902922, 0.0011720581340834506]","[0.5799343647445088, 0.35161744022504343, 0.06165025785278979, 0.006094702297233942, 0.00046882325363338024, 0.00023441162681669012]",pilot,1.2566807313643007,"[0.2011251758087223, 0.44444444444445647, 0.29067041725270154, 0.059306141584622864, 0.004219409282700422, 0.00023441162681669012]","[0.6985466479137588, 0.2573839662447302, 0.04102203469292084, 0.002578527894983591, 0.00023441162681669012, 0.00023441162681669012]"
119,3.0759493670886666,"[0.003281762775433661, 0.05297702766057216, 0.23863103609939423, 0.4278012189404708, 0.24003750586029443, 0.037271448663853755]","[0.2601969057665306, 0.4158462259728191, 0.24074074074074453, 0.07290201593999072, 0.0096108766994843, 0.0007032348804500703]",panes,1.794069385841569,"[0.07524613220815758, 0.34317862165964225, 0.39685888420066645, 0.16361931551805037, 0.020862634786685423, 0.00023441162681669012]","[0.4259259259259372, 0.3795124238162307, 0.1507266760431319, 0.03961556493202068, 0.0039849976558837315, 0.00023441162681669012]",broil,1.2818799812470965,"[0.18237224566338633, 0.44749179559307356, 0.3122362869198379, 0.05602437880918917, 0.0016408813877168307, 0.00023441162681669012]","[0.712376933895944, 0.24050632911392783, 0.04149085794655422, 0.005157055789967182, 0.00023441162681669012, 0.00023441162681669012]"
122,3.0755274261603964,"[0.003281762775433661, 0.054852320675105704, 0.24191279887482803, 0.40646976090015113, 0.2508204406938626, 0.042662916080637686]","[0.32911392405064027, 0.40764181903423463, 0.1997187060478221, 0.05391467416783893, 0.008438818565400845, 0.0011720581340834506]",meats,1.7936474449132984,"[0.07641819034224101, 0.33778715424285816, 0.39498359118613285, 0.16526019690576726, 0.02437880918893576, 0.0011720581340834506]","[0.49742147210503057, 0.3649789029535953, 0.11345522737927735, 0.0213314580403188, 0.002578527894983591, 0.00023441162681669012]",broil,1.2818799812470965,"[0.18237224566338633, 0.44749179559307356, 0.3122362869198379, 0.05602437880918917, 0.0016408813877168307, 0.00023441162681669012]","[0.712376933895944, 0.24050632911392783, 0.04149085794655422, 0.005157055789967182, 0.00023441162681669012, 0.00023441162681669012]"
123,3.0742381622129042,"[0.003750586029067041, 0.05344585091420555, 0.23652133145804394, 0.40178152836381714, 0.2609001406469807, 0.04360056258790446]","[0.44561650257853996, 0.3616971401781615, 0.1415846225972806, 0.0421940928270043, 0.007969995311767463, 0.0009376465072667605]",spate,1.7923581809658067,"[0.07594936708860764, 0.33239568682607407, 0.39170182841069906, 0.17088607594936805, 0.028129395218002787, 0.0009376465072667605]","[0.633614627285533, 0.28293483356775045, 0.06868260665729038, 0.012658227848101281, 0.0018752930145335208, 0.00023441162681669012]",broil,1.2818799812470965,"[0.18237224566338633, 0.44749179559307356, 0.3122362869198379, 0.05602437880918917, 0.0016408813877168307, 0.00023441162681669012]","[0.712376933895944, 0.24050632911392783, 0.04149085794655422, 0.005157055789967182, 0.00023441162681669012, 0.00023441162681669012]"
